"Data Export Generated on Thu Nov 02 02:10:37 PDT 2017"
"Survey ID 5742959"
"Response ID","IP Address","Timestamp (MM/dd/yyyy)","Duplicate","Time Taken to Complete (Seconds)","Seq. Number","External Reference","Custom Variable 1","Custom Variable 2","Custom Variable 3","Custom Variable 4","Custom Variable 5","Custom Variable 6","Custom Variable 7","Custom Variable 8","Custom Variable 9","Custom Variable 10","Respondent Email","Email List","Country Code","Region","1 - Q19","2 - Q15","3 - Q20","3 - Q20","4 - staff_type","5 - diaverum expected","6 - diaverum tools","7 - diaverum motivated","8 - diaverum support","9 - diaverum strategy","10 - diaverum contribute","11 - diaverum valued","12 - diaverum achieve","13 - diaverum improve quality","14 - Diaverum like to work","15 - diaverum feedback","16 - diaverum recommend","17 - free_text","18 - Q19",""
"28854926","93.113.0.19","10/24/2017 22:13:11","0","4","1","","","","","","","","","","","","","","RO","10","","","","","","","","","","","","","","","","","","","",""
"28854959","93.113.0.19","10/24/2017 22:16:51","0","157","1","","","","","Romania","Bistrita","","","","","180","","","RO","10","","","15","269","1","5","5","5","5","5","5","4","5","5","5","5","5","","",""
"28855000","194.181.81.36","10/24/2017 22:19:38","0","417","1","","","","","Poland","Gdansk Kartuska","","","","","120","","","PL","78","","","13","1","1","3","3","3","4","3","3","3","3","3","3","4","3","Brakuje wypłacania pieniażków na fundusz socjalny,,wysługa lat,wczasy pod gruszą,trzynasta pensja.","",""
"28855018","93.113.0.19","10/24/2017 22:20:53","0","196","1","","","","","Romania","Braila","","","","","180","","","RO","10","","","15","270","2","5","4","3","4","4","5","5","5","5","4","5","5","Parerea mea conteaza","",""
"28855093","93.113.0.19","10/24/2017 22:25:58","0","217","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","2","5","4","4","4","4","4","4","3","4","4","3","4","","",""
"28855278","5.42.250.202","10/24/2017 22:35:28","0","582","1","","","","","Saudi Arabia","Dammam 3","","","","","0","","","SA","","","","17","131","1","3","2","3","1","2","4","2","4","5","3","3","3","I am doing the work I like, experienced in and stayed long time of my life practicing.
Better evaluation and appreciation of juniors, as we have a lot of tasks even exceeding our seniors, despite that we are less appreciated materially and morally, otherwise give only suitable tasks with no overload. Thanks","",""
"28855598","93.113.0.19","10/24/2017 22:40:46","0","181","1","","","","","Romania","Sibiu 2","","","","","180","","","RO","10","","","15","292","2","5","4","5","4","4","4","4","5","5","5","5","5","Colectiv coeziv, cu standard profesionale si personale adecvate.
Claritatea procedurilor de lucru, respect si transparenta","",""
"28856179","212.247.96.201","10/24/2017 22:47:15","0","244","1","","","","","Lithuania","Kaišiadorys","","","","","259","","","SE","27","","","11","340","2","4","5","4","4","5","5","4","5","4","5","4","5","viskas  gerai","",""
"28856314","93.113.0.19","10/24/2017 22:49:07","0","378","1","","","","","Romania","Braila","","","","","180","","","RO","10","","","15","270","1","5","4","2","2","3","5","3","4","2","3","2","3","Siguranta si calitate in desfasurarea actului medical.","",""
"28856807","212.247.96.201","10/24/2017 22:54:12","0","165","1","","","","","Kazakhstan","Schuchinsk","","","","","7","","","SE","27","","","10","327","1","5","5","4","4","4","4","4","4","4","4","4","5","хорошее снабжение ","",""
"28857729","212.247.96.201","10/24/2017 23:04:41","0","168","1","","","","","Kazakhstan","Schuchinsk","","","","","7","","","SE","27","","","10","327","1","5","4","5","5","5","5","5","5","4","5","5","4"," ","",""
"28858165","212.247.96.201","10/24/2017 23:10:06","0","75","1","","","","","Kazakhstan","Schuchinsk","","","","","7","","","SE","27","","","10","327","2","4","5","5","5","5","5","4","4","5","5","5","4","","",""
"28858467","194.181.81.36","10/24/2017 23:14:05","0","160","1","","","","","Poland","Warszawa Chocimska","","","","","120","","","PL","78","","","13","24","2","4","3","2","1","4","3","4","2","2","3","2","3","","",""
"28858809","194.181.81.36","10/24/2017 23:19:22","0","154","1","","","","","Poland","Gdansk Kartuska","","","","","120","","","PL","78","","","13","1","1","4","3","2","2","3","4","2","4","1","4","2","3","Obserwuję pogorszenie jakości usług oferowanych pacjentom. ","",""
"28859149","82.131.160.39","10/24/2017 23:24:18","0","625","1","","","","","Hungary","Bajcsy","","","","","130","","","HU","","","","8","90","1","5","4","3","3","3","5","3","3","3","5","4","4","Betegellátást. Munkaerőpótlással fejlődhetnénk.","",""
"28859290","82.131.160.39","10/24/2017 23:26:18","0","168","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","5","4","5","4","4","4","4","5","5","4","4","4","","",""
"28859317","93.113.6.19","10/24/2017 23:26:44","0","113","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","5","5","5","4","5","5","5","5","5","5","5","4","","",""
"28859459","212.247.96.201","10/24/2017 23:29:11","0","183","1","","","","","Kazakhstan","Schuchinsk","","","","","7","","","SE","27","","","10","327","1","4","5","5","5","4","5","4","5","5","5","5","5","","",""
"28859971","93.113.0.19","10/24/2017 23:38:30","0","148","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","2","5","5","5","5","5","5","4","5","5","4","4","5","","",""
"28860162","212.247.96.201","10/24/2017 23:42:31","0","104","1","","","","","Kazakhstan","Schuchinsk","","","","","272","","","SE","27","","","10","327","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28860217","194.181.81.36","10/24/2017 23:43:42","0","569","1","","","","","Poland","Katowice Ziolowa","","","","","120","","","PL","78","","","13","8","1","4","5","1","4","3","4","2","1","1","1","1","1","Obszary do poprawy:
Relacje interpersonalne.
Stosunek p. Dyrektor do personelu( uczestniczy w tworzeniu intryg  , plotkuje, jest  niesprawiedliwa, stwarza dodatkowe konflikty.)
Niesprawiedliwie  ocenia pracę pielęgniarek- której nie widzi. Dzieli personel na osoby które lubi i osoby które nie lubi.                                                                                                                                                       ","",""
"28860389","212.247.96.201","10/24/2017 23:46:39","0","48","1","","","","","Kazakhstan","Schuchinsk","","","","","272","","","SE","27","","","10","327","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28860430","136.153.14.104","10/24/2017 23:47:38","0","59","1","","","","","Australia","Tuggeranong","","","","","0","","","AU","","","","2","160","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28860559","93.113.0.19","10/24/2017 23:50:10","0","900","1","","","","","Romania","Focsani","","","","","180","","","RO","10","","","15","277","1","4","5","3","3","4","4","4","4","3","4","4","4","-un mediu de lucru curat
-colectiv bine pregatit profesional si empatic
Imbunatatiri:-ziua de sambata sa fie platita ca zi de sarbatoare
                    -reducerea scriptologiei","",""
"28860575","80.190.130.194","10/24/2017 23:50:27","0","601","1","","","","","Germany","Potsdam II - Ludwigsfelde","","","","","1","","","DE","02","","","7","305","1","4","4","4","3","4","4","3","3","4","3","3","3","Die Gehaltsvergütung muss definitiv den erbrachten Leistungen den Pflegepersonals angepasst werden! Es herrscht so akuter Personalmangel, dass das übrige Personal weiterhin bestrebt ist, die bestmögliche Versorgung nach Standart umzusetzen! Bitte zeigen Sie sich doch damit ein wenig erkenntlich!!!! Es wird auch so viel Freizeit dadurch geopfert, irgendentwas muss sich ändern!","",""
"28860653","93.113.0.19","10/24/2017 23:51:39","0","344","1","","","","","Romania","Brasov","","","","","180","","","RO","10","","","15","271","2","4","2","5","4","4","4","4","5","4","5","4","4","","",""
"28860740","194.181.81.36","10/24/2017 23:53:07","0","203","1","","","","","Poland","Jaroslaw","","","","","120","","","PL","78","","","13","7","1","4","4","4","4","4","4","4","4","4","4","4","4","Przyjazna atmosfera wśród pracowników, co sprawia, że bardzo chętnie przychodzę do pracy. ","",""
"28860991","93.113.0.19","10/24/2017 23:57:43","0","585","1","","","","","Romania","Racari","","","","","180","","","RO","10","","","15","286","1","5","5","5","4","5","5","3","5","4","4","3","4","Spiritul de echipa.O colaborare mai buna cu toti colegii.","",""
"28861094","93.113.0.19","10/24/2017 23:59:24","0","204","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","2","4","4","3","4","4","4","3","4","3","4","3","3","","",""
"28861121","217.116.5.89","10/24/2017 23:59:55","0","351","1","","","","","Spain","Santiago","","","","","4","","","ES","","","","18","63","1","5","5","5","5","5","5","5","5","5","5","5","5","Crecimiento","",""
"28861446","217.116.5.89","10/25/2017 00:06:51","0","263","1","","","","","Spain","Nephros","","","","","4","","","ES","","","","18","56","2","4","4","4","3","4","4","3","4","4","3","4","4","","",""
"28861476","93.113.0.19","10/25/2017 00:07:54","0","132","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28861535","80.190.130.194","10/25/2017 00:09:29","0","27","1","","","","","Germany","Alter Teichweg","","","","","1","","","DE","02","","","7","296","1","","","","","","","","","","","","","","",""
"28861556","93.113.0.19","10/25/2017 00:10:00","0","477","1","","","","","Romania","Racari","","","","","180","","","RO","10","","","15","286","1","4","4","5","5","5","5","4","5","5","5","5","4","Avand personal calificat cat si  munca in echipa  este un mare avantaj","",""
"28861658","172.17.49.148","10/25/2017 00:12:19","0","187","1","","","","","Italy","Sciacca","","","","","6","","","","","","","9","264","1","4","4","4","4","4","5","4","4","4","4","4","4","","",""
"28861778","93.113.0.19","10/25/2017 00:15:05","0","440","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","2","5","5","5","5","5","5","4","5","5","5","5","5","Munca in echipa,dar si prioritatea mea de a ma instrui pentru ca pacientul sa aiba confortul si starea psihica necesara pentru a duce la bun sfarsit o sedinta de dializa care este foarte solicitanta.","",""
"28861836","93.113.0.19","10/25/2017 00:16:28","0","281","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","1","4","4","4","4","4","4","3","4","4","3","3","3","MUNCA IN ECHIPA.CONDITII DE MUNCA.","",""
"28861916","217.116.5.89","10/25/2017 00:18:27","0","203","1","","","","","Spain","Spain HQ","","","","","4","","","ES","","","","18","65","1","4","4","3","4","5","4","4","5","5","4","3","5","","",""
"28862122","194.181.81.36","10/25/2017 00:23:26","0","273","1","","","","","Poland","Gdansk Kartuska","","","","","120","","","PL","78","","","13","1","1","4","2","2","4","4","4","2","3","2","3","4","3","","",""
"28862416","212.247.96.201","10/25/2017 00:31:18","0","272","1","","","","","Hungary","Hódmezövásárhely","","","","","130","","","SE","27","","","8","91","1","4","4","4","3","4","4","4","4","5","4","5","4","Válozatos , sok a kihívás , jó a csapat .
Több képzési lehetőséggel és  ' anyagi motivációval '","",""
"28862541","109.0.186.1","10/25/2017 00:35:13","0","4","1","","","","","","","","","","","","","","FR","","","","","","","","","","","","","","","","","","","","",""
"28862554","217.116.5.89","10/25/2017 00:35:30","0","611","1","","","","","Spain","Virgen de Montserrat","","","","","4","","","ES","","","","18","68","1","3","4","3","4","3","4","3","4","4","4","4","5","Tener más tiempo para poder llevar a cabo mi relación terapéutica el pte. ","",""
"28862568","212.247.96.201","10/25/2017 00:35:53","0","282","1","","","","","Hungary","Bajcsy","","","","","130","","","SE","27","","","8","90","1","5","3","5","5","4","5","4","5","5","5","5","5","Szeretem, hogy rendezett és átlátható a tevékenység.
Fejlesztést igényelne az új dolgozók betanítása, mert ez kissé szervezetlen, és szerintem emiatt sokan másik munkahely után néznek.","",""
"28862702","93.113.0.19","10/25/2017 00:39:38","0","74","1","","","","","Romania","Romania OH","","","","","180","","","RO","10","","","15","289","2","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28862915","93.113.0.19","10/25/2017 00:45:06","0","176","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","2","5","5","5","4","5","5","5","4","4","4","4","4","","",""
"28862978","93.113.0.19","10/25/2017 00:46:28","0","210","1","","","","","Romania","Busteni","","","","","180","","","RO","10","","","15","272","2","4","4","4","4","4","5","4","4","4","5","4","4","","",""
"28863037","194.181.81.36","10/25/2017 00:48:06","0","22","1","","","","","Poland","Koscierzyna","","","","","120","","","PL","78","","","13","10","1","","","","","","","","","","","","","","",""
"28863066","5.42.250.202","10/25/2017 00:48:40","0","545","1","","","","","Saudi Arabia","Khamis Mushait","","","","","0","","","SA","","","","17","138","1","4","3","4","4","4","4","3","4","4","4","3","3","Diaverum is a very good company.Iam very happy to be the part of diaverum.But here is saudi arabia it is a different story.I am not fully satisfied with the company and the way employees are treated here.","",""
"28863102","217.116.5.89","10/25/2017 00:49:39","0","477","1","","","","","Spain","Pontevedra","","","","","4","","","ES","","","","18","60","2","5","4","5","5","4","5","3","4","4","5","3","5","","",""
"28863217","172.17.41.155","10/25/2017 00:52:22","0","132","1","","","","","Italy","Latina","","","","","6","","","","","","","9","253","1","5","5","4","5","5","5","2","1","5","5","5","5","","",""
"28863296","93.113.0.19","10/25/2017 00:54:37","0","233","1","","","","","Romania","Busteni","","","","","180","","","RO","10","","","15","272","2","4","4","4","4","4","4","4","4","4","4","4","4","Mediu de lucru placut. ","",""
"28863315","109.0.186.1","10/25/2017 00:55:04","0","443","1","","","","","France","Paris Saint Maur","","","","","2","","","FR","","","","6","114","1","4","4","4","2","3","4","1","2","4","2","3","3","positifs : organisation, écoute du patient, ponctuel, disponible pour l'entreprise.

A ameliorer : la charge de travail, allegement du planning, creation d'un CE, revalorisation des salaires, respect de la fiche de poste des infirmiers.","",""
"28863331","172.17.41.155","10/25/2017 00:55:28","0","67","1","","","","","Italy","Latina","","","","","6","","","","","","","9","253","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28863347","93.113.0.19","10/25/2017 00:55:53","0","385","1","","","","","Romania","Braila","","","","","180","","","RO","10","","","15","270","1","4","4","3","2","2","5","3","4","3","3","3","3","Avem conditiile necesare(din punct de vedere materiale) dar sarcinile care ne revin si volumul de munca zilnic situeaza pacientul pe locul al 2-lea. ","",""
"28863426","213.63.135.82","10/25/2017 00:58:13","0","209","1","","","","","Portugal","Unidade da Prelada","","","","","5","","","PT","14","","","14","203","1","4","4","4","5","4","5","4","4","5","5","4","4","","",""
"28863437","217.116.5.89","10/25/2017 00:58:32","0","193","1","","","","","Spain","Gamapal","","","","","4","","","ES","","","","18","44","1","5","4","4","4","4","4","4","4","4","5","5","5","La relacion interpersonal.","",""
"28863551","109.0.186.1","10/25/2017 01:02:18","0","1035","1","","","","","France","Paris Montlouis","","","","","2","","","FR","","","","6","113","1","4","3","4","2","1","4","4","4","4","4","4","4","Il existe a Diaverum une bonne relation de travail avec l'encadrement, les medecins et les collegues infirmiers. Le planning est agréable et laisse du temps disponible pour la vie privée. Les moyens techniques mis a disposition sont corrects, pour du privé. Le poste de CIP est valorisant pour la personne et instructif pour l'equipe.  
Par contre, le centre est considéré UDM alors que c'est en réalité un centre lourd avec des patients ayant une prise en charge conséquente, nécéssité d'embaucher une aide soignante pour soulager une équipe désabusée.","",""
"28863607","194.181.81.36","10/25/2017 01:04:46","0","247","1","","","","","Poland","Ilawa","","","","","120","","","PL","78","","","13","5","2","5","1","1","1","5","5","1","1","1","5","3","5","","",""
"28863744","217.116.5.89","10/25/2017 01:09:10","0","158","1","","","","","Spain","Cedicas - Vinaroz","","","","","4","","","ES","","","","18","41","1","5","4","5","4","5","5","5","4","5","5","5","5","","",""
"28864078","109.0.186.1","10/25/2017 01:21:29","0","162","1","","","","","France","Arles","","","","","2","","","FR","","","","6","101","2","5","4","4","3","4","4","3","4","4","4","4","4","","",""
"28864230","109.0.186.1","10/25/2017 01:26:36","0","261","1","","","","","France","Paris Saint Maur","","","","","2","","","FR","","","","6","114","1","4","2","5","4","4","5","3","4","5","4","2","3","Amelioration du planning afin d'obtenir plus de jours en 12h consécutif. 
Revalorisation salariale à la hausse
Prime aux bénéfices ","",""
"28864278","212.247.96.201","10/25/2017 01:28:35","0","211","1","","","","","UK","Accrington","","","","","0","","","SE","27","","","20","69","2","1","3","4","3","4","5","2","4","4","4","2","3","To get valued as an employee.","",""
"28864321","212.247.96.201","10/25/2017 01:29:44","0","770","1","","","","","Sweden","Sweden HQ","","","","","140","","","SE","27","","","19","123","2","2","2","4","2","5","5","5","4","2","2","2","3","Jag har stort inflytande, men arbetsbelastningen är orimlig och förtar all arbetsglädje.","",""
"28864342","217.116.5.89","10/25/2017 01:30:34","0","5","1","","","","","","","","","","","","","","ES","","","","","","","","","","","","","","","","","","","","",""
"28864365","217.116.5.89","10/25/2017 01:31:10","0","15","1","","","","","Spain","Pontevedra","","","","","0","","","ES","","","","","","","","","","","","","","","","","","","","",""
"28864397","217.116.5.89","10/25/2017 01:32:14","0","543","1","","","","","Spain","Maresme","","","","","4","","","ES","","","","18","51","1","4","3","4","3","2","4","2","3","4","5","3","2","El trabajo que realizo me gusta y el trato con los pacientes, se necesitaría mas herramientas a nivel informático, mejora del salario porque estamos muy mal remuneradas para el trabajo que realizamos.","",""
"28864406","217.116.5.89","10/25/2017 01:32:28","0","201","1","","","","","Spain","Pontevedra","","","","","4","","","ES","","","","18","60","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28864410","109.0.186.1","10/25/2017 01:32:42","0","1161","1","","","","","France","Angers","","","","","2","","","FR","","","","6","100","1","4","4","4","3","4","4","3","3","2","2","1","3","Points positifs : 
- amplitude horaire de travail et nombre de jours travaillés/semaine.
- les nouveaux aménagements permettrons je l'espère un travail dans d'encore meilleurs conditions.
- l'implication des DP dans la vie du centre, je trouve doit être souligné car leur investissement personnel à cette tache est impressionnant...!
Point à améliorer : 
- Molène : salle exigue pour 8 patients mais il me semble que des améliorations sont prévues dans les années à venir.
- La communication avec l'encadrement ne me semble pas adaptée.","",""
"28864515","213.63.135.82","10/25/2017 01:36:51","0","179","1","","","","","Portugal","Unidade do Lumiar","","","","","5","","","PT","14","","","14","201","1","4","4","4","4","4","4","4","4","4","5","5","5","A equipa é dinâmica e bastante recetiva a novos membros","",""
"28864640","93.113.0.19","10/25/2017 01:41:15","0","259","1","","","","","Romania","Racari","","","","","180","","","RO","10","","","15","286","2","4","4","4","3","4","4","3","3","3","4","4","4","","",""
"28864668","217.116.5.89","10/25/2017 01:42:18","0","100","1","","","","","Spain","Torremolinos","","","","","4","","","ES","","","","18","66","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28864729","212.247.96.201","10/25/2017 01:43:55","0","405","1","","","","","UK","Lewisham","","","","","0","","","SE","27","","","20","81","2","4","4","4","4","2","4","2","4","4","4","3","1","I have strong team and we work have to provide good quality care for the patients. the unit needs to be updated it makes it hard for the staff to work and that can effect the care they provide.  ","",""
"28864894","212.247.96.201","10/25/2017 01:48:21","0","396","1","","","","","UK","Hereford","","","","","0","","","SE","27","","","20","78","1","4","4","3","2","3","4","3","3","4","4","3","4","I really enjoy my work and get a lot of job satisfaction, but I feel the company do not appreciate or look after their staff well enough. For example, extra pay for working unsociable hours and bank holidays. Also more training is needed to help nurses with revalidation. ","",""
"28864994","93.113.0.19","10/25/2017 01:51:08","0","645","1","","","","","Romania","Racari","","","","","0","","","RO","10","","","15","286","2","4","4","4","3","4","4","3","3","4","4","3","3","Este un lucru bun faptul ca asiguram servicii de calitate . Am putea sa imbunatatim acest lucru printr-o mai buna colaborare in echipa.","",""
"28865129","212.247.96.201","10/25/2017 01:55:00","0","101","1","","","","","Lithuania","Lithuania HQ","","","","","259","","","SE","27","","","11","345","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28865138","212.247.96.201","10/25/2017 01:55:10","0","426","1","","","","","Russia","Kamensk-U","","","","","7","","","SE","27","","","16","356","2","4","4","4","3","4","4","3","3","4","5","2","4","режим работы","",""
"28865187","217.116.5.89","10/25/2017 01:56:38","0","175","1","","","","","Spain","Santa Catalina (Jaen)","","","","","4","","","ES","","","","18","62","2","5","5","5","5","4","5","4","4","5","5","4","5","YO VENGO TODOS LOS DIAS MUY MOTIVADA Y CON MUCHAS GANAS DE TRABAJAR","",""
"28865275","80.190.130.194","10/25/2017 01:59:07","0","19","1","","","","","","","","","","","","","","DE","02","","","","","","","","","","","","","","","","","","","",""
"28865542","217.116.5.89","10/25/2017 02:07:06","0","1263","1","","","","","Spain","Nefroclub","","","","","4","","","ES","","","","18","54","2","5","5","4","5","4","4","3","3","5","5","4","5","Considero positivo el continuo aprendizaje que supone el trabajar en Diaverum, a destacar las facilidades que proporcionan a los empleados para que puedan continuar formándose y poner en práctica todos los conocimientos adquiridos en el trabajo diario.

La forma de mejorarlo es seguir fomentando la formación para el empleado, como se está haciendo hasta la fecha.
","",""
"28865602","212.247.96.201","10/25/2017 02:10:11","0","482","1","","","","","UK","Great Bridge","","","","","0","","","SE","27","","","20","77","1","5","2","5","3","2","5","3","5","5","5","2","3","As we all know, number of staff working per shift is a big factor. At the moment we are really in need of healthcare workers. WE are most of the time working with one HCA only plus one trainee. It's a hardwork. I don't normally complain but it's getting too much already. I can say that for the last 2 shifts I had been working it makes me feel really tired. Honestly, I don't do much work at home now and it's not fair. We should have some bank HCA's.","",""
"28865618","217.116.5.89","10/25/2017 02:10:43","0","94","1","","","","","Spain","Nuestra Sra. de la Cabeza (Mot","","","","","4","","","ES","","","","18","57","1","4","4","4","4","4","4","4","4","4","3","2","3","","",""
"28865830","88.119.208.68","10/25/2017 02:17:26","0","156","1","","","","","Lithuania","Lithuania HQ","","","","","259","","","LT","65","","","11","345","2","5","5","5","5","5","5","5","5","5","5","5","5","Dėmesys rodomas darbuotojui ir pacientui - man patinka, kad bendrovei tiek darbuotojai, tiek pacientai rūpi iš tikrųjų. ","",""
"28866000","217.116.5.89","10/25/2017 02:23:37","0","134","1","","","","","Spain","Torremolinos","","","","","4","","","ES","","","","18","66","2","5","4","4","4","4","4","4","4","4","5","5","5","El ambiente laboral","",""
"28866021","213.63.135.82","10/25/2017 02:24:20","0","177","1","","","","","Portugal","Unidade do Lumiar","","","","","5","","","PT","14","","","14","201","1","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28866074","212.247.96.201","10/25/2017 02:26:00","0","120","1","","","","","UK","Ipswich","","","","","120","","","SE","27","","","20","79","1","4","2","2","2","4","4","3","3","4","3","4","3","","",""
"28866087","93.113.0.19","10/25/2017 02:26:17","0","972","1","","","","","Romania","Targu Mures","","","","","180","","","RO","10","","","15","295","2","5","5","4","3","4","5","3","5","4","4","5","5","O influenta pozitiva a mediului de lucru o are personalul prin amabilitatea si disponibilitatea acestuia de a colabora cu drag atat profesional cat si in viata de zi cu zi...imbunatatirea calitatii mediului de lucru este direct proportionala cu capacitatea fiecaruia de a interactiona unul cu celalalt...si profesionalism. Un 'zambet' ne poate crea mediul perfect intr-o 'institutie imperfecta'!","",""
"28866168","82.131.160.39","10/25/2017 02:29:04","0","199","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","5","5","5","5","5","5","5","5","5","5","5","5","Magas szinvonalú, professzionális, ember központú szolgáltatás.","",""
"28866197","212.247.96.201","10/25/2017 02:30:14","0","302","1","","","","","UK","UK HQ","","","","","120","","","SE","27","","","20","87","2","3","4","3","3","4","4","3","3","2","4","3","4","lepszy monitoring osoby wprowadzanej do pracy","",""
"28866224","93.113.0.19","10/25/2017 02:31:28","0","188","1","","","","","Romania","Racari","","","","","180","","","RO","10","","","15","286","2","4","4","5","5","5","5","3","4","4","5","3","4","","",""
"28866376","212.247.96.201","10/25/2017 02:35:50","0","68","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28866422","212.247.96.201","10/25/2017 02:37:27","0","250","1","","","","","Russia","Kamensk-U","","","","","7","","","SE","27","","","16","356","1","4","4","4","5","4","5","4","4","4","4","4","5","","",""
"28866496","213.63.135.82","10/25/2017 02:39:40","0","10","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28866520","213.63.135.82","10/25/2017 02:40:23","0","11","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28866572","213.63.135.82","10/25/2017 02:42:06","0","7","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28866652","93.113.0.19","10/25/2017 02:45:00","0","162","1","","","","","Romania","Republica","","","","","180","","","RO","10","","","15","287","1","4","4","4","3","4","4","4","4","4","3","4","4","","",""
"28866681","213.63.135.82","10/25/2017 02:45:36","0","57","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28866713","212.247.96.201","10/25/2017 02:46:26","0","152","1","","","","","UK","Crawley","","","","","0","","","SE","27","","","20","74","2","5","4","2","2","3","5","2","3","2","5","5","2","Motivational financiar","",""
"28867155","93.113.0.19","10/25/2017 02:58:41","0","201","1","","","","","Romania","Sibiu","","","","","180","","","RO","10","","","15","291","1","4","4","5","4","4","5","4","5","5","4","4","3","","",""
"28867197","120.21.53.122","10/25/2017 03:00:01","0","122","1","","","","","Australia","Diamond Valley Dialysis Clinic","","","","","0","","","AU","07","","","2","156","1","5","5","4","4","4","4","4","4","4","4","4","4","","",""
"28867220","212.247.96.201","10/25/2017 03:00:56","0","307","1","","","","","Russia","Kamensk-U","","","","","7","","","SE","27","","","16","356","1","4","4","4","4","4","4","4","4","4","5","3","4","","",""
"28867239","5.42.250.202","10/25/2017 03:01:17","0","435","1","","","","","Saudi Arabia","Madinah 1","","","","","0","","","SA","","","","17","139","1","5","4","5","5","5","4","4","5","5","5","5","4","Close contact of our patient with seeing them improving and getting good quality of life .
we can do better by taking 2 days off weekly.","",""
"28867260","212.247.96.201","10/25/2017 03:01:52","0","659","1","","","","","UK","Walsall","","","","","0","","","SE","27","","","20","88","1","4","1","1","2","2","3","4","1","1","1","4","1","At present I am finding it difficult to find positives about working for this company; we have a good team at this clinic and the manager is supportive as she can be.  The issues that are a concern include delivery of stock; some medications and stock are not being delivered or delivered on time, which can affect patient care.  There is no allocated time for training, completing blood requests, access and recirculation studies.  It is difficult to complete this survey without feeling anxious about all the extra jobs that have to be completed within the unit and my nurse role to patients.  I am a part time nurse, which also does not help the situation. ","",""
"28867272","213.63.135.82","10/25/2017 03:02:19","0","14","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28867364","194.181.81.36","10/25/2017 03:05:43","0","93","1","","","","","Poland","Katowice Ziolowa","","","","","120","","","PL","78","","","13","8","1","5","4","4","4","5","4","4","5","4","5","4","4","","",""
"28867493","217.116.5.89","10/25/2017 03:10:03","0","165","1","","","","","Spain","Nephros","","","","","4","","","ES","","","","18","56","1","4","1","1","2","3","5","2","4","3","3","2","1","Pregunta mal planteado? que es bueno? si es bueno, para que mejorarlo?. No entiendo la formulación de esta pregunta.","",""
"28867508","194.181.81.36","10/25/2017 03:10:38","0","92","1","","","","","Poland","Przemysl","","","","","120","","","PL","78","","","13","18","1","4","2","2","1","4","3","1","1","1","1","1","1","","",""
"28867532","217.116.5.89","10/25/2017 03:11:33","0","17","1","","","","","Spain","Nefroclub","","","","","4","","","ES","","","","18","54","2","","","","","","","","","","","","","","",""
"28867590","212.247.96.201","10/25/2017 03:13:32","0","158","1","","","","","Hungary","Hungary HQ","","","","","130","","","SE","27","","","8","92","2","5","5","5","5","5","5","5","5","5","5","5","5","Több munkaerő, képzettebb személyzet, de nagyon nehéz ezt most az országunkban találni.","",""
"28867630","82.131.160.39","10/25/2017 03:14:28","0","1289","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","5","5","4","3","4","5","5","5","5","5","5","5","Megfelelő dolgozói létszámmal hatékonyabban lehet az eredményeket elérni.","",""
"28867658","213.63.135.82","10/25/2017 03:15:12","0","14","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28867678","213.63.135.82","10/25/2017 03:15:51","0","15","1","","","","","Portugal","","","","","","5","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28867679","213.63.135.82","10/25/2017 03:15:52","0","8","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
